State,County,POPESTIMATE2020,POPESTIMATE2021,DEATHS2020,DEATHS2021
Michigan,Chippewa County,36744,36816,104,444
Michigan,Clare County,30822,31065,119,564
Michigan,Clinton County,79128,79426,186,761
Michigan,Crawford County,12965,13204,54,239
Michigan,Delta County,36842,36826,141,529
Michigan,Dickinson County,25886,25787,80,350
Michigan,Eaton County,109106,108944,297,1296
Michigan,Emmet County,34090,34225,106,434
Michigan,Genesee County,405648,404208,1477,5581
Michigan,Gladwin County,25369,25485,99,445
Michigan,Gogebic County,14315,14361,73,232
Michigan,Grand Traverse County,95315,95860,251,1079
Michigan,Gratiot County,41662,41544,154,557
Michigan,Hillsdale County,45677,45546,189,601
Michigan,Houghton County,37160,37313,139,404
Michigan,Huron County,31351,31252,123,522
Michigan,Ingham County,284520,284034,710,2705
Michigan,Ionia County,66861,67197,142,668
Michigan,Iosco County,25191,25369,122,492
Michigan,Iron County,11637,11635,55,221
Michigan,Isabella County,64488,64813,113,583
Michigan,Jackson County,160200,160050,477,2025
Michigan,Kalamazoo County,261629,261108,699,2650
Michigan,Kalkaska County,17925,17979,70,235
Michigan,Kent County,658040,658046,1538,5820
Michigan,Keweenaw County,2055,2107,6,22
Michigan,Lake County,12099,12308,45,209
Michigan,Lapeer County,88528,88513,283,1090
Michigan,Leelanau County,22302,22623,68,284
Michigan,Lenawee County,99214,98956,324,1270
Michigan,Livingston County,193973,195014,428,1929
Michigan,Luce County,5325,5309,30,90
Michigan,Mackinac County,10830,10906,48,181
Michigan,Macomb County,880349,876792,2671,10526
Michigan,Manistee County,25063,25350,91,372
Michigan,Marquette County,65931,66103,196,794
Michigan,Mason County,29064,29383,79,412
Michigan,Mecosta County,39781,40031,103,476
Michigan,Menominee County,23423,23299,87,311
Michigan,Midland County,83476,83457,207,900
Michigan,Missaukee County,15067,15130,38,224
Michigan,Monroe County,154796,155274,456,1834
Michigan,Montcalm County,66515,67220,212,786
Michigan,Montmorency County,9155,9297,41,178
Michigan,Muskegon County,175817,176511,496,2180
Michigan,Newaygo County,50042,50296,165,620
Michigan,Oakland County,1272408,1270017,3257,13259
Michigan,Oceana County,26688,26815,92,314
Michigan,Ogemaw County,20740,20726,101,351
Michigan,Ontonagon County,5804,5868,28,114
Michigan,Osceola County,22887,23105,72,318
Michigan,Oscoda County,8234,8311,25,147
Michigan,Otsego County,25102,25289,102,333
Michigan,Ottawa County,296787,299157,669,2499
Michigan,Presque Isle County,12979,13093,57,223
Michigan,Roscommon County,23432,23633,123,461
Michigan,Saginaw County,189831,189591,650,2545
Michigan,St. Clair County,160265,160053,558,2192
Michigan,St. Joseph County,60902,60758,193,779
Michigan,Sanilac County,40506,40506,120,602
Michigan,Schoolcraft County,8041,8030,39,117
Michigan,Shiawassee County,67983,67877,211,898
Michigan,Tuscola County,53274,52917,189,802
Michigan,Van Buren County,75556,75658,242,925
Michigan,Washtenaw County,371656,369390,745,3020
Michigan,Wayne County,1790225,1774816,5519,21853
Michigan,Wexford County,33676,33901,106,408
Minnesota,Minnesota,5707165,5707390,13403,53578
Minnesota,Aitkin County,15693,15887,68,285
Minnesota,Anoka County,364299,367018,722,2825
Minnesota,Becker County,35147,35219,106,472
Minnesota,Beltrami County,46230,46380,155,551
Minnesota,Benton County,41338,41459,113,449
Minnesota,Big Stone County,5147,5145,24,80
Minnesota,Blue Earth County,69173,69280,151,538
Minnesota,Brown County,25885,25819,73,335
Minnesota,Carlton County,36156,36409,117,430
Minnesota,Carver County,107286,108626,142,718
Minnesota,Cass County,30125,30639,95,389
Minnesota,Chippewa County,12593,12357,37,166
Minnesota,Chisago County,56670,57469,135,487
Minnesota,Clay County,65351,65574,120,587
Minnesota,Clearwater County,8580,8576,20,120
Minnesota,Cook County,5592,5617,17,53
Minnesota,Cottonwood County,11489,11569,61,163
Minnesota,Crow Wing County,66236,67270,191,795
Minnesota,Dakota County,440317,442038,786,3452
Minnesota,Dodge County,20861,20935,49,137
Minnesota,Douglas County,39079,39238,124,512
Minnesota,Faribault County,13888,13909,50,192
Minnesota,Fillmore County,21246,21271,57,276
Minnesota,Freeborn County,30883,30749,97,411
Minnesota,Goodhue County,47536,47968,144,569
Minnesota,Grant County,6080,6153,22,68
Minnesota,Hennepin County,1281267,1267416,2729,10975
Minnesota,Houston County,18818,18778,67,222
Minnesota,Hubbard County,21380,21715,59,252
Minnesota,Isanti County,41383,41906,91,387
Minnesota,Itasca County,44984,45070,145,579
Minnesota,Jackson County,9969,9990,34,108
Minnesota,Kanabec County,16040,16159,52,210
Minnesota,Kandiyohi County,43685,43767,123,469
Minnesota,Kittson County,4180,4146,17,85
Minnesota,Koochiching County,12031,11941,26,171
Minnesota,Lac qui Parle County,6701,6684,24,118
Minnesota,Lake County,10885,10986,51,157
Minnesota,Lake of the Woods County,3760,3823,17,41
Minnesota,Le Sueur County,28627,28841,64,284
Minnesota,Lincoln County,5628,5567,14,83
Minnesota,Lyon County,25174,25231,67,273
Minnesota,McLeod County,36701,36735,115,442
Minnesota,Mahnomen County,5374,5414,29,71
Minnesota,Marshall County,9035,8988,19,115
Minnesota,Martin County,19970,19915,65,247
Minnesota,Meeker County,23428,23376,60,274
Minnesota,Mille Lacs County,26410,26867,104,336
Minnesota,Morrison County,33980,33992,89,435
Minnesota,Mower County,40049,40158,96,412
Minnesota,Murray County,8168,8144,20,83
Minnesota,Nicollet County,34490,34332,73,270
Minnesota,Nobles County,22183,21991,56,225
Minnesota,Norman County,6422,6416,19,86
Minnesota,Olmsted County,162991,163436,301,1383
Minnesota,Otter Tail County,60024,60046,228,856
Minnesota,Pennington County,13939,13780,28,145
Minnesota,Pine County,28854,29302,94,351
Minnesota,Pipestone County,9405,9313,25,138
Minnesota,Polk County,31051,30757,96,411
Minnesota,Pope County,11309,11403,37,124
Minnesota,Ramsey County,551480,543257,1307,5245
Minnesota,Red Lake County,3936,3933,13,30
Minnesota,Redwood County,15391,15366,58,195
Minnesota,Renville County,14684,14608,52,191
Minnesota,Rice County,67030,67262,148,610
Minnesota,Rock County,9705,9680,25,134
Minnesota,Roseau County,15294,15258,48,176
Minnesota,St. Louis County,199962,199182,671,2486
Minnesota,Scott County,151265,153268,262,903
Minnesota,Sherburne County,97479,99074,198,725
Minnesota,Sibley County,14802,14917,30,146
Minnesota,Stearns County,158349,158947,368,1345
Minnesota,Steele County,37352,37349,106,359
Minnesota,Stevens County,9646,9700,26,77
Minnesota,Swift County,9791,9749,32,130
Minnesota,Todd County,25250,25237,66,244
Minnesota,Traverse County,3346,3286,12,40
Minnesota,Wabasha County,21417,21509,49,217
Minnesota,Wadena County,14107,14177,50,183
Minnesota,Waseca County,18954,19000,55,160
Minnesota,Washington County,268191,272256,534,2193
Minnesota,Watonwan County,11221,11135,35,159
Minnesota,Wilkin County,6481,6395,27,95
Minnesota,Winona County,49606,49630,127,501
Minnesota,Wright County,141759,144845,274,1037
Minnesota,Yellow Medicine County,9492,9411,20,119
Mississippi,Mississippi,2956870,2949965,9793,38194
Mississippi,Adams County,29405,28742,116,508
Mississippi,Alcorn County,34680,34349,133,556
Mississippi,Amite County,12698,12637,42,200
Mississippi,Attala County,17828,17742,75,310
Mississippi,Benton County,7661,7646,29,133
Mississippi,Bolivar County,30849,30308,99,486
Mississippi,Calhoun County,13240,13018,39,218
Mississippi,Carroll County,9941,9879,32,128
Mississippi,Chickasaw County,17067,17011,60,219
Mississippi,Choctaw County,8202,8106,38,146
Mississippi,Claiborne County,9093,8908,45,131
Mississippi,Clarke County,15533,15421,66,236
Mississippi,Clay County,18645,18535,52,250
Mississippi,Coahoma County,21232,20810,83,342
Mississippi,Copiah County,28293,27995,76,388
Mississippi,Covington County,18313,18279,68,286
Mississippi,DeSoto County,185902,188633,523,1753
Mississippi,Forrest County,78136,77875,216,923
Mississippi,Franklin County,7653,7676,30,113
Mississippi,George County,24335,24762,90,324
Mississippi,Greene County,13501,13630,39,138
Mississippi,Grenada County,21581,21365,84,337
Mississippi,Hancock County,46075,46055,163,612
Mississippi,Harrison County,208613,209396,707,2523
Mississippi,Hinds County,226636,222679,735,2648
Mississippi,Holmes County,16912,16496,70,266
Mississippi,Humphreys County,7715,7551,42,122
Mississippi,Issaquena County,1326,1280,4,21
Mississippi,Itawamba County,23824,23838,111,356
Mississippi,Jackson County,143291,143987,436,1839
Mississippi,Jasper County,16348,16291,62,231
Mississippi,Jefferson County,7254,7205,15,74
Mississippi,Jefferson Davis County,11258,11134,47,187
Mississippi,Jones County,67142,66744,239,946
Mississippi,Kemper County,8983,8829,24,136
Mississippi,Lafayette County,55905,56884,122,502
Mississippi,Lamar County,64368,65353,127,525
Mississippi,Lauderdale County,72706,72088,275,1036
Mississippi,Lawrence County,11984,11812,41,181
Mississippi,Leake County,21247,21196,77,343
Mississippi,Lee County,83228,82883,263,1171
Mississippi,Leflore County,28196,27557,116,401
Mississippi,Lincoln County,34815,34943,153,434
Mississippi,Lowndes County,58726,58150,220,761
Mississippi,Madison County,109222,109813,306,1376
Mississippi,Marion County,24399,24378,99,408
Mississippi,Marshall County,33754,33725,126,543
Mississippi,Monroe County,34093,33883,152,525
Mississippi,Montgomery County,9793,9729,36,172
Mississippi,Neshoba County,28992,28993,125,433
Mississippi,Newton County,21243,21056,74,334
Mississippi,Noxubee County,10231,10123,41,148
Mississippi,Oktibbeha County,51710,51842,85,431
Mississippi,Panola County,33114,32851,129,500
Mississippi,Pearl River County,56140,56503,233,800
Mississippi,Perry County,11470,11571,37,152
Mississippi,Pike County,40209,39973,142,605
Mississippi,Pontotoc County,31206,31445,98,324
Mississippi,Prentiss County,24935,24996,120,315
Mississippi,Quitman County,6153,5935,28,96
Mississippi,Rankin County,157052,158096,379,1522
Mississippi,Scott County,27958,27598,82,343
Mississippi,Sharkey County,3767,3663,9,51
Mississippi,Simpson County,25893,25750,85,377
Mississippi,Smith County,14204,14191,44,226
Mississippi,Stone County,18333,18644,58,231
Mississippi,Sunflower County,25826,25402,107,352
Mississippi,Tallahatchie County,12670,12366,40,176
Mississippi,Tate County,28124,28234,84,361
Mississippi,Tippah County,21732,21635,73,298
Mississippi,Tishomingo County,18822,18750,89,329
Mississippi,Tunica County,9720,9696,30,100
Mississippi,Union County,27780,27953,91,356
Mississippi,Walthall County,13863,13836,47,205
Mississippi,Warren County,44548,43579,133,580
Mississippi,Washington County,44613,43687,184,712
Mississippi,Wayne County,19778,19709,72,245
Mississippi,Webster County,9921,9983,34,172
Mississippi,Wilkinson County,8525,8315,33,146
Mississippi,Winston County,17673,17596,53,269
Mississippi,Yalobusha County,12446,12415,54,222
Mississippi,Yazoo County,26618,26373,97,319
Missouri,Missouri,6154481,6168187,18574,73333
Missouri,Adair County,25246,25185,67,227
Missouri,Andrew County,18083,18002,64,220
Missouri,Atchison County,5306,5234,14,86
Missouri,Audrain County,24925,24982,96,358
Missouri,Barry County,34539,34712,126,488
Missouri,Barton County,11613,11658,37,152
Missouri,Bates County,16044,16105,62,211
Missouri,Benton County,19409,19908,95,370
Missouri,Bollinger County,10525,10556,58,171
Missouri,Boone County,183894,185840,366,1420
Missouri,Buchanan County,84615,83853,291,1085
Missouri,Butler County,42007,42101,172,660
Missouri,Caldwell County,8806,8897,37,110
Missouri,Callaway County,44288,44638,136,482
Missouri,Camden County,42784,43436,154,710
Missouri,Cape Girardeau County,81788,82113,243,1003
Missouri,Carroll County,8461,8376,31,139
Missouri,Carter County,5207,5320,18,108
Missouri,Cass County,108113,109638,250,1196
Missouri,Cedar County,14199,14496,51,199
Missouri,Chariton County,7380,7356,23,137
Missouri,Christian County,89224,91499,201,885
Missouri,Clark County,6632,6736,28,78
Missouri,Clay County,253923,255518,606,2209
Missouri,Clinton County,21204,21287,92,284
Missouri,Cole County,77198,77205,238,853
Missouri,Cooper County,17089,17115,55,198
Missouri,Crawford County,23026,22807,78,357
Missouri,Dade County,7586,7599,23,129
Missouri,Dallas County,17099,17341,78,283
Missouri,Daviess County,8427,8399,29,108
Missouri,DeKalb County,11014,11098,35,154
Missouri,Dent County,14418,14432,49,274
Missouri,Douglas County,11592,11732,52,196
Missouri,Dunklin County,28178,27717,139,530
Missouri,Franklin County,104769,105231,331,1322
Missouri,Gasconade County,14745,14791,73,242
Missouri,Gentry County,6115,6173,42,94
Missouri,Greene County,299060,300865,861,3385
Missouri,Grundy County,9729,9720,52,138
Missouri,Harrison County,8155,8164,30,119
Missouri,Henry County,21949,22206,93,357
Missouri,Hickory County,8303,8607,36,163
Missouri,Holt County,4186,4226,15,82
Missouri,Howard County,10144,10168,29,95
Missouri,Howell County,39750,39975,167,607
Missouri,Iron County,9515,9408,44,201
Missouri,Jackson County,717243,716862,1867,7892
Missouri,Jasper County,122766,123155,381,1484
Missouri,Jefferson County,226929,227771,656,2615
Missouri,Johnson County,54002,54150,107,505
Missouri,Knox County,3732,3808,9,44
Missouri,Laclede County,36024,36133,123,480
Missouri,Lafayette County,33001,32817,124,441
Missouri,Lawrence County,37963,38321,130,534
Missouri,Lewis County,10031,10000,24,131
Missouri,Lincoln County,59829,61586,137,592
Missouri,Linn County,11849,11843,38,193
Missouri,Livingston County,14562,14755,37,208
Missouri,McDonald County,23285,23383,59,300
Missouri,Macon County,15182,15183,77,210
Missouri,Madison County,12600,12652,71,206
Missouri,Maries County,8427,8406,45,133
Missouri,Marion County,28470,28518,93,362
Missouri,Mercer County,3515,3488,18,40
Missouri,Miller County,24733,24909,100,331
Missouri,Mississippi County,12537,12538,65,208
Missouri,Moniteau County,15464,15484,57,202
Missouri,Monroe County,8666,8712,35,116
Missouri,Montgomery County,11262,11415,56,180
Missouri,Morgan County,20997,21379,91,355
Missouri,New Madrid County,16329,16035,74,314
Missouri,Newton County,58613,59386,186,717
Missouri,Nodaway County,21218,21160,38,210
Missouri,Oregon County,8617,8631,33,164
Missouri,Osage County,13249,13379,35,152
Missouri,Ozark County,8514,8782,45,155
Missouri,Pemiscot County,15585,15236,74,286
Missouri,Perry County,18960,18922,54,274
Missouri,Pettis County,42951,43188,147,518
Missouri,Phelps County,44517,44937,156,560
Missouri,Pike County,17613,17761,54,221
Missouri,Platte County,107100,108569,232,882
Missouri,Polk County,31577,32043,105,440
Missouri,Pulaski County,53964,53816,118,362
Missouri,Putnam County,4676,4712,20,51
Missouri,Ralls County,10351,10361,35,139
Missouri,Randolph County,24636,24760,76,305
Missouri,Ray County,23100,23008,103,343
Missouri,Reynolds County,6078,6087,23,96
Missouri,Ripley County,10680,10617,51,233
Missouri,St. Charles County,406258,409981,938,3836
Missouri,St. Clair County,9340,9376,40,172
Missouri,Ste. Genevieve County,18476,18588,46,212
Missouri,St. Francois County,66900,67541,235,961
Missouri,St. Louis County,1002838,997187,3135,12243
Missouri,Saline County,23319,23289,79,296
Missouri,Schuyler County,4007,4025,17,53
Missouri,Scotland County,4698,4693,13,47
Missouri,Scott County,38009,37840,146,558
Missouri,Shannon County,7041,7106,25,120
Missouri,Shelby County,6101,5976,15,90
Missouri,Stoddard County,28652,28479,112,442
Missouri,Stone County,31175,31548,123,473
Missouri,Sullivan County,5976,5934,28,67
Missouri,Taney County,56020,56387,207,679
Missouri,Texas County,24413,24987,109,355
Missouri,Vernon County,19642,19595,58,274
Missouri,Warren County,35707,36518,89,412
Missouri,Washington County,23499,23502,80,353
Missouri,Wayne County,10913,10914,71,205
Missouri,Webster County,39168,39735,108,452
Missouri,Worth County,1962,1983,6,23
Missouri,Wright County,18180,18610,62,233
Missouri,St. Louis city,300528,293310,906,3718
Montana,Montana,1086193,1104271,3050,12022
Montana,Beaverhead County,9372,9524,17,107
Montana,Big Horn County,13051,12957,53,183
Montana,Blaine County,7002,6980,25,83
Montana,Broadwater County,6846,7288,9,65
Montana,Carbon County,10512,10847,27,110
Montana,Carter County,1413,1428,4,13
Montana,Cascade County,84328,84511,271,1024
Montana,Chouteau County,5899,5916,18,62
Montana,Custer County,11859,11916,29,173
Montana,Daniels County,1658,1686,6,14
Montana,Dawson County,8922,8904,21,99
Montana,Deer Lodge County,9413,9491,37,135
Montana,Fallon County,3033,3017,12,26
Montana,Fergus County,11457,11617,41,152
Montana,Flathead County,104773,108454,287,1168
Montana,Gallatin County,119502,122713,197,732
Montana,Garfield County,1172,1209,2,13
Montana,Glacier County,13747,13785,40,141
Montana,Golden Valley County,820,831,5,6
Montana,Granite County,3308,3344,8,32
Montana,Hill County,16250,16179,50,189
Montana,Jefferson County,12133,12470,32,132
Montana,Judith Basin County,2017,2044,6,16
Montana,Lake County,31259,32033,64,402
Montana,Lewis and Clark County,71093,72223,205,805
Montana,Liberty County,1960,1946,1,14
Montana,Lincoln County,19731,20525,70,325
Montana,McCone County,1733,1718,3,17
Montana,Madison County,8657,8917,29,116
Montana,Meagher County,1925,1964,4,13
Montana,Mineral County,4565,4860,13,57
Montana,Missoula County,118238,119533,290,1070
Montana,Musselshell County,4747,4896,9,74
Montana,Park County,17193,17473,67,194
Montana,Petroleum County,498,519,0,3
Montana,Phillips County,4190,4192,24,54
Montana,Pondera County,5882,5994,12,78
Montana,Powder River County,1693,1702,3,23
Montana,Powell County,6934,6999,21,94
Montana,Prairie County,1076,1091,11,10
Montana,Ravalli County,44351,45959,147,608
Montana,Richland County,11501,11283,25,106
Montana,Roosevelt County,10780,10821,46,172
Montana,Rosebud County,8298,8124,33,100
Montana,Sanders County,12451,12959,42,169
Montana,Sheridan County,3518,3527,16,57
Montana,Silver Bow County,35168,35411,121,509
Montana,Stillwater County,9010,9044,19,96
Montana,Sweet Grass County,3671,3723,10,41
Montana,Teton County,6242,6269,19,86
Montana,Toole County,4964,5011,23,46
Montana,Treasure County,761,768,0,9
Montana,Valley County,7551,7537,33,93
Montana,Wheatland County,2093,2059,4,26
Montana,Wibaux County,928,934,9,14
Montana,Yellowstone County,165045,167146,480,1866
Nebraska,Nebraska,1961455,1963692,5041,19213
Nebraska,Adams County,31147,31027,118,371
Nebraska,Antelope County,6276,6279,23,82
Nebraska,Arthur County,431,439,2,2
Nebraska,Banner County,683,692,0,5
Nebraska,Blaine County,431,461,2,8
Nebraska,Boone County,5351,5386,23,77
Nebraska,Box Butte County,10824,10604,26,152
Nebraska,Boyd County,1806,1789,9,31
Nebraska,Brown County,2903,2908,14,48
Nebraska,Buffalo County,50129,50339,112,510
Nebraska,Burt County,6721,6709,24,101
Nebraska,Butler County,8349,8444,31,95
Nebraska,Cass County,26593,27017,77,311
Nebraska,Cedar County,8373,8330,25,112
Nebraska,Chase County,3881,3826,13,55
Nebraska,Cherry County,5462,5458,13,79
Nebraska,Cheyenne County,9482,9529,29,103
Nebraska,Clay County,6101,6078,17,83
Nebraska,Colfax County,10546,10498,19,60
Nebraska,Cuming County,9009,8984,35,105
Nebraska,Custer County,10495,10460,35,150
Nebraska,Dakota County,21502,21241,82,179
Nebraska,Dawes County,8151,8148,24,103
Nebraska,Dawson County,24039,23898,67,257
Nebraska,Deuel County,1829,1865,2,14
Nebraska,Dixon County,5580,5545,18,73
Nebraska,Dodge County,37102,37103,121,507
Nebraska,Douglas County,585010,585008,1265,4980
Nebraska,Dundy County,1647,1635,7,20
Nebraska,Fillmore County,5567,5546,19,73
Nebraska,Franklin County,2885,2903,8,34
Nebraska,Frontier County,2510,2555,5,27
Nebraska,Furnas County,4615,4604,21,62
Nebraska,Gage County,21663,21616,70,279
Nebraska,Garden County,1883,1847,13,20
Nebraska,Garfield County,1806,1839,8,26
Nebraska,Gosper County,1891,1824,9,37
Nebraska,Grant County,611,579,4,5
Nebraska,Greeley County,2180,2169,5,40
Nebraska,Hall County,62730,61979,159,629
Nebraska,Hamilton County,9403,9386,25,112
Nebraska,Harlan County,3054,3091,11,44
Nebraska,Hayes County,855,843,1,8
Nebraska,Hitchcock County,2610,2586,20,43
Nebraska,Holt County,10083,10049,34,136
Nebraska,Hooker County,707,734,2,8
Nebraska,Howard County,6496,6531,15,80
Nebraska,Jefferson County,7260,7176,26,114
Nebraska,Johnson County,5288,5316,16,59
Nebraska,Kearney County,6695,6674,25,63
Nebraska,Keith County,8322,8279,21,107
Nebraska,Keya Paha County,763,787,3,9
Nebraska,Kimball County,3401,3412,18,50
Nebraska,Knox County,8383,8401,35,141
Nebraska,Lancaster County,322910,324514,714,2573
Nebraska,Lincoln County,34551,34133,116,436
Nebraska,Logan County,714,687,5,7
Nebraska,Loup County,606,604,1,1
Nebraska,McPherson County,396,379,0,7
Nebraska,Madison County,35473,35337,117,375
Nebraska,Merrick County,7659,7665,25,101
Nebraska,Morrill County,4539,4574,27,50
Nebraska,Nance County,3382,3390,17,41
Nebraska,Nemaha County,7088,7064,21,91
Nebraska,Nuckolls County,4081,4060,20,80
Nebraska,Otoe County,15892,15930,54,189
Nebraska,Pawnee County,2536,2548,4,38
Nebraska,Perkins County,2851,2832,7,23
Nebraska,Phelps County,8968,8937,25,116
Nebraska,Pierce County,7328,7313,16,76
Nebraska,Platte County,34280,34241,79,351
Nebraska,Polk County,5225,5174,18,96
Nebraska,Red Willow County,10671,10623,37,155
Nebraska,Richardson County,7836,7759,48,146
Nebraska,Rock County,1267,1264,5,17
Nebraska,Saline County,14249,14192,27,120
Nebraska,Sarpy County,191114,193418,325,1426
Nebraska,Saunders County,22361,22787,79,260
Nebraska,Scotts Bluff County,36002,35745,141,487
Nebraska,Seward County,17605,17603,35,184
Nebraska,Sheridan County,5097,5095,18,75
Nebraska,Sherman County,2956,2964,15,52
Nebraska,Sioux County,1144,1143,0,12
Nebraska,Stanton County,5824,5816,12,67
Nebraska,Thayer County,5013,4913,21,63
Nebraska,Thomas County,671,673,0,6
Nebraska,Thurston County,6769,6620,38,89
Nebraska,Valley County,4048,4066,19,52
Nebraska,Washington County,20904,20969,57,222
Nebraska,Wayne County,9687,9784,26,61
Nebraska,Webster County,3387,3411,16,39
Nebraska,Wheeler County,773,795,3,4
Nebraska,York County,14084,14244,47,146
Nevada,Nevada,3114071,3143991,7894,31808
Nevada,Churchill County,25539,25723,100,326
Nevada,Clark County,2273386,2292476,5482,22163
Nevada,Douglas County,49468,49870,174,665
Nevada,Elko County,53750,53915,80,436
Nevada,Esmeralda County,730,743,3,4
Nevada,Eureka County,1847,1903,9,16
Nevada,Humboldt County,17283,17648,45,145
Nevada,Lander County,5725,5798,16,45
Nevada,Lincoln County,4502,4525,17,67
Nevada,Lyon County,59431,60903,190,794
Nevada,Mineral County,4553,4586,24,127
Nevada,Nye County,51968,53450,219,1010
Nevada,Pershing County,6639,6741,20,56
Nevada,Storey County,4106,4143,10,43
Nevada,Washoe County,487388,493392,1227,4959
Nevada,White Pine County,9079,9182,34,99
Nevada,Carson City,58677,58993,244,853
New Hampshire,New Hampshire,1377848,1388992,3659,15158
New Hampshire,Belknap County,63743,64460,192,956
New Hampshire,Carroll County,50212,51500,139,701
New Hampshire,Cheshire County,76501,77329,208,883
New Hampshire,Coos County,31173,31289,145,491
New Hampshire,Grafton County,91123,92201,237,1014
New Hampshire,Hillsborough County,422705,424079,1079,4325
New Hampshire,Merrimack County,153922,155238,424,1678
New Hampshire,Rockingham County,314430,316947,780,3284
New Hampshire,Strafford County,131006,132416,318,1323
New Hampshire,Sullivan County,43033,43533,137,503
New Jersey,New Jersey,9279743,9267130,22016,90557
New Jersey,Atlantic County,274191,274966,790,3193
New Jersey,Bergen County,954774,953819,2101,8675
New Jersey,Burlington County,461862,464269,1116,4682
New Jersey,Camden County,523204,523771,1363,5579
New Jersey,Cape May County,95077,95661,327,1430
New Jersey,Cumberland County,153848,153627,414,1690
New Jersey,Essex County,862032,854917,2011,8015
New Jersey,Gloucester County,302607,304477,762,3207
New Jersey,Hudson County,722655,702463,1351,5412
New Jersey,Hunterdon County,128839,129924,281,1140
New Jersey,Mercer County,386759,385898,806,3620
New Jersey,Middlesex County,861908,860807,1754,7543
New Jersey,Monmouth County,643163,645354,1680,6747
New Jersey,Morris County,509001,510981,1087,4702
New Jersey,Ocean County,638824,648998,2047,8243
New Jersey,Passaic County,523100,518117,1262,4821
New Jersey,Salem County,64859,65046,208,877
New Jersey,Somerset County,345014,345647,711,3096
New Jersey,Sussex County,144082,145543,340,1503
New Jersey,Union County,574349,572114,1315,5221
New Jersey,Warren County,109595,110731,290,1161
New Mexico,New Mexico,2117566,2115877,5808,23082
New Mexico,Bernalillo County,676581,674393,1775,7387
New Mexico,Catron County,3612,3731,7,35
New Mexico,Chaves County,65168,64629,174,832
New Mexico,Cibola County,27076,27184,88,351
New Mexico,Colfax County,12332,12369,48,163
New Mexico,Curry County,48325,47999,125,422
New Mexico,De Baca County,1678,1680,12,28
New Mexico,Doña Ana County,219899,221508,572,2175
New Mexico,Eddy County,62257,60911,168,589
New Mexico,Grant County,28209,27889,97,400
New Mexico,Guadalupe County,4447,4449,11,51
New Mexico,Harding County,660,639,0,13
New Mexico,Hidalgo County,4149,4074,14,58
New Mexico,Lea County,74586,73004,180,612
New Mexico,Lincoln County,20296,20436,63,223
New Mexico,Los Alamos County,19424,19330,26,145
New Mexico,Luna County,25420,25532,99,324
New Mexico,McKinley County,72630,71780,274,924
New Mexico,Mora County,4184,4196,16,46
New Mexico,Otero County,67861,68537,167,761
New Mexico,Quay County,8721,8656,34,148
New Mexico,Rio Arriba County,40264,40179,125,504
New Mexico,Roosevelt County,19118,19019,50,179
New Mexico,Sandoval County,149218,151369,357,1433
New Mexico,San Juan County,121429,120993,370,1440
New Mexico,San Miguel County,27115,27150,78,325
New Mexico,Santa Fe County,154977,155201,351,1542
New Mexico,Sierra County,11526,11502,96,270
New Mexico,Socorro County,16565,16311,44,221
New Mexico,Taos County,34392,34623,124,400
New Mexico,Torrance County,15051,15307,46,181
New Mexico,Union County,4067,4107,18,41
New Mexico,Valencia County,76329,77190,199,859
New York,New York,20154933,19835913,46447,192137
New York,Albany County,314368,313743,794,3197
New York,Allegany County,46373,46106,118,578
New York,Bronx County,1466438,1424948,2937,12645
New York,Broome County,198199,197240,663,2454
New York,Cattaraugus County,76907,76426,246,989
New York,Cayuga County,76095,75880,236,857
New York,Chautauqua County,127424,126807,433,1691
New York,Chemung County,83882,83045,319,1193
New York,Chenango County,47073,46537,159,661
New York,Clinton County,79715,79596,260,880
New York,Columbia County,61550,61778,179,836
New York,Cortland County,46723,46311,142,528
New York,Delaware County,44186,44378,145,673
New York,Dutchess County,295742,297112,736,3186
New York,Erie County,953254,950683,2891,11543
New York,Essex County,37336,37268,135,530
New York,Franklin County,47527,47456,131,595
New York,Fulton County,53160,53116,190,681
New York,Genesee County,58258,57853,191,783
New York,Greene County,47890,48499,163,637
New York,Hamilton County,5078,5119,23,69
New York,Herkimer County,60007,59937,182,771
New York,Jefferson County,116134,116295,267,1140
New York,Kings County,2727393,2641052,4781,20534
New York,Lewis County,26538,26573,80,356
New York,Livingston County,61699,61578,166,727
New York,Madison County,67890,67658,169,754
New York,Monroe County,758554,755160,2088,8172
New York,Montgomery County,49433,49558,167,642
New York,Nassau County,1393978,1390907,3275,13143
New York,New York County,1687834,1576876,3045,13412
New York,Niagara County,212252,211653,749,2812
New York,Oneida County,231695,230274,774,2982
New York,Onondaga County,475653,473236,1332,5158
New York,Ontario County,112475,112508,307,1315
New York,Orange County,401322,404525,846,3347
New York,Orleans County,40236,40191,126,505
New York,Oswego County,117351,117387,337,1352
New York,Otsego County,58351,58123,167,741
New York,Putnam County,97660,97936,216,916
New York,Queens County,2395791,2331143,4282,18667
New York,Rensselaer County,160923,160232,399,1913
New York,Richmond County,495522,493494,1068,4815
New York,Rockland County,338121,339227,700,2863
New York,St. Lawrence County,108311,108051,301,1315
New York,Saratoga County,235689,237359,551,2472
New York,Schenectady County,157861,158089,449,1751
New York,Schoharie County,29720,29863,89,388
New York,Schuyler County,17857,17752,53,244
New York,Seneca County,33715,33688,100,388
New York,Steuben County,93363,92948,304,1226
