State,County,POPESTIMATE2020,POPESTIMATE2021,DEATHS2020,DEATHS2021
Illinois,Edgar County,16755,16520,80,276
Illinois,Edwards County,6205,6075,33,87
Illinois,Effingham County,34614,34430,111,412
Illinois,Fayette County,21460,21384,63,271
Illinois,Ford County,13533,13511,46,193
Illinois,Franklin County,37636,37442,156,634
Illinois,Fulton County,33440,33197,140,551
Illinois,Gallatin County,4947,4903,12,86
Illinois,Greene County,11915,11843,45,178
Illinois,Grundy County,52514,52989,131,510
Illinois,Hamilton County,7977,7911,26,120
Illinois,Hancock County,17552,17400,56,231
Illinois,Hardin County,3634,3650,16,66
Illinois,Henderson County,6339,6312,23,95
Illinois,Henry County,49138,48907,171,640
Illinois,Iroquois County,26984,26827,97,418
Illinois,Jackson County,52896,52565,153,579
Illinois,Jasper County,9247,9193,26,110
Illinois,Jefferson County,37029,36877,112,567
Illinois,Jersey County,21444,21333,96,286
Illinois,Jo Daviess County,22035,21939,67,277
Illinois,Johnson County,13307,13463,37,164
Illinois,Kane County,516155,515588,970,4230
Illinois,Kankakee County,107236,106601,330,1366
Illinois,Kendall County,132291,134867,186,771
Illinois,Knox County,49736,49268,212,745
Illinois,Lake County,713217,711239,1443,5809
Illinois,LaSalle County,109359,108965,398,1519
Illinois,Lawrence County,15234,15152,51,225
Illinois,Lee County,34021,34049,114,490
Illinois,Livingston County,35752,35664,115,510
Illinois,Logan County,27879,27992,116,366
Illinois,McDonough County,27079,26828,103,364
Illinois,McHenry County,309770,311122,688,2560
Illinois,McLean County,170870,170889,373,1474
Illinois,Macon County,103647,102432,375,1430
Illinois,Macoupin County,44810,44406,156,674
Illinois,Madison County,265498,264490,847,3461
Illinois,Marion County,37613,37390,153,527
Illinois,Marshall County,11691,11663,36,173
Illinois,Mason County,13026,12881,56,193
Illinois,Massac County,14125,13960,42,228
Illinois,Menard County,12265,12164,33,145
Illinois,Mercer County,15633,15582,45,202
Illinois,Monroe County,34898,34932,113,393
Illinois,Montgomery County,28157,28084,138,413
Illinois,Morgan County,32798,32606,139,461
Illinois,Moultrie County,14486,14510,56,209
Illinois,Ogle County,51678,51449,154,594
Illinois,Peoria County,181225,179432,539,2124
Illinois,Perry County,20880,20985,60,276
Illinois,Piatt County,16654,16753,57,196
Illinois,Pike County,14633,14618,63,229
Illinois,Pope County,3744,3779,15,37
Illinois,Pulaski County,5161,5065,26,78
Illinois,Putnam County,5635,5566,14,74
Illinois,Randolph County,30055,30142,120,419
Illinois,Richland County,15803,15796,59,212
Illinois,Rock Island County,144267,142909,469,1768
Illinois,St. Clair County,256789,254796,815,3146
Illinois,Saline County,23634,23320,117,402
Illinois,Sangamon County,196012,194734,584,2462
Illinois,Schuyler County,6875,6843,17,94
Illinois,Scott County,4927,4836,27,64
Illinois,Shelby County,20900,20789,65,313
Illinois,Stark County,5391,5294,14,79
Illinois,Stephenson County,44457,44021,170,651
Illinois,Tazewell County,131018,130413,465,1645
Illinois,Union County,17179,16923,64,260
Illinois,Vermilion County,73883,73095,292,1093
Illinois,Wabash County,11316,11202,35,158
Illinois,Warren County,16777,16531,58,209
Illinois,Washington County,13711,13655,36,160
Illinois,Wayne County,16121,15963,65,231
Illinois,White County,13808,13784,69,244
Illinois,Whiteside County,55509,55305,185,770
Illinois,Will County,695903,697252,1401,5915
Illinois,Williamson County,67094,66879,201,876
Illinois,Winnebago County,284858,283119,895,3426
Illinois,Woodford County,38395,38225,114,452
Indiana,Indiana,6785644,6805985,19664,76906
Indiana,Adams County,35826,35961,102,353
Indiana,Allen County,385892,388608,1032,3989
Indiana,Bartholomew County,82157,82475,241,898
Indiana,Benton County,8712,8714,27,93
Indiana,Blackford County,12098,12091,38,162
Indiana,Boone County,71169,73052,147,659
Indiana,Brown County,15470,15552,50,194
Indiana,Carroll County,20307,20444,52,209
Indiana,Cass County,37771,37563,133,479
Indiana,Clark County,121282,122738,383,1432
Indiana,Clay County,26432,26410,82,341
Indiana,Clinton County,33151,33065,109,374
Indiana,Crawford County,10540,10514,38,150
Indiana,Daviess County,33391,33397,92,399
Indiana,Dearborn County,50726,50816,129,588
Indiana,Decatur County,26477,26320,75,352
Indiana,DeKalb County,43274,43333,116,510
Indiana,Delaware County,111669,111871,433,1502
Indiana,Dubois County,43604,43549,122,499
Indiana,Elkhart County,206842,206921,552,1999
Indiana,Fayette County,23333,23360,93,357
Indiana,Floyd County,80437,80454,312,988
Indiana,Fountain County,16470,16427,80,268
Indiana,Franklin County,22767,22842,64,277
Indiana,Fulton County,20434,20386,76,253
Indiana,Gibson County,33021,32924,105,417
Indiana,Grant County,66446,66263,265,959
Indiana,Greene County,30790,30786,126,475
Indiana,Hamilton County,348868,356650,568,2390
Indiana,Hancock County,80156,81789,216,856
Indiana,Harrison County,39652,39761,129,488
Indiana,Hendricks County,175528,179355,387,1473
Indiana,Henry County,48885,48935,152,733
Indiana,Howard County,83619,83687,312,1250
Indiana,Huntington County,36599,36717,123,490
Indiana,Jackson County,46373,46067,156,592
Indiana,Jasper County,32906,33091,92,415
Indiana,Jay County,20456,20248,70,257
Indiana,Jefferson County,33075,33141,122,415
Indiana,Jennings County,27564,27409,90,379
Indiana,Johnson County,162180,164298,445,1674
Indiana,Knox County,36244,35956,118,531
Indiana,Kosciusko County,80050,80106,247,898
Indiana,LaGrange County,40515,40524,73,337
Indiana,Lake County,498597,498558,1651,6146
Indiana,LaPorte County,112222,112390,374,1464
Indiana,Lawrence County,45022,45070,166,673
Indiana,Madison County,130065,130782,478,1771
Indiana,Marion County,976770,971102,2413,9904
Indiana,Marshall County,46018,46121,153,528
Indiana,Martin County,9786,9780,33,125
Indiana,Miami County,35924,36081,103,418
Indiana,Monroe County,139517,139875,279,1191
Indiana,Montgomery County,37932,38063,121,501
Indiana,Morgan County,71802,72206,213,876
Indiana,Newton County,13796,13808,45,191
Indiana,Noble County,47379,47227,158,557
Indiana,Ohio County,5930,5978,20,96
Indiana,Orange County,19839,19830,66,289
Indiana,Owen County,21298,21446,72,297
Indiana,Parke County,16154,16407,39,207
Indiana,Perry County,19150,19316,56,236
Indiana,Pike County,12233,12144,48,184
Indiana,Porter County,173256,174243,458,1961
Indiana,Posey County,25161,25116,81,296
Indiana,Pulaski County,12488,12339,55,193
Indiana,Putnam County,36666,36979,112,455
Indiana,Randolph County,24375,24387,92,332
Indiana,Ripley County,28980,29081,89,319
Indiana,Rush County,16744,16672,74,226
Indiana,St. Joseph County,272549,272212,818,3170
Indiana,Scott County,24336,24355,94,393
Indiana,Shelby County,45026,45039,154,549
Indiana,Spencer County,19820,19798,48,266
Indiana,Starke County,23356,23372,102,326
Indiana,Steuben County,34440,34632,108,423
Indiana,Sullivan County,20803,20758,64,259
Indiana,Switzerland County,9724,9790,25,127
Indiana,Tippecanoe County,186247,187076,375,1467
Indiana,Tipton County,15365,15372,49,198
Indiana,Union County,7090,7047,18,95
Indiana,Vanderburgh County,180158,179987,632,2385
Indiana,Vermillion County,15388,15341,55,261
Indiana,Vigo County,106007,105994,339,1368
Indiana,Wabash County,30888,30816,139,560
Indiana,Warren County,8413,8475,29,92
Indiana,Warrick County,63966,64514,195,765
Indiana,Washington County,28220,28102,83,367
Indiana,Wayne County,66455,66456,261,997
Indiana,Wells County,28179,28197,73,331
Indiana,White County,24636,24651,105,319
Indiana,Whitley County,34316,34430,75,398
Iowa,Iowa,3188669,3193079,9005,35538
Iowa,Adair County,7477,7541,28,100
Iowa,Adams County,3697,3641,13,35
Iowa,Allamakee County,14067,13926,45,227
Iowa,Appanoose County,12282,12257,44,215
Iowa,Audubon County,5671,5635,17,85
Iowa,Benton County,25536,25691,62,298
Iowa,Black Hawk County,130980,130368,363,1525
Iowa,Boone County,26691,26723,74,348
Iowa,Bremer County,24974,25081,93,296
Iowa,Buchanan County,20586,20657,66,233
Iowa,Buena Vista County,20776,20771,70,175
Iowa,Butler County,14311,14332,48,206
Iowa,Calhoun County,9886,9915,36,118
Iowa,Carroll County,20702,20692,65,293
Iowa,Cass County,13104,13050,70,217
Iowa,Cedar County,18495,18410,47,232
Iowa,Cerro Gordo County,42965,42706,162,593
Iowa,Cherokee County,11632,11503,60,176
Iowa,Chickasaw County,11970,11887,38,148
Iowa,Clarke County,9726,9785,34,104
Iowa,Clay County,16333,16440,54,197
Iowa,Clayton County,16996,16998,54,249
Iowa,Clinton County,46418,46463,125,634
Iowa,Crawford County,16453,16193,53,188
Iowa,Dallas County,100486,103796,162,672
Iowa,Davis County,9109,9138,33,82
Iowa,Decatur County,7610,7659,27,95
Iowa,Delaware County,17458,17510,45,222
Iowa,Des Moines County,38831,38491,111,514
Iowa,Dickinson County,17747,17851,63,212
Iowa,Dubuque County,99229,98718,241,1100
Iowa,Emmet County,9332,9321,43,143
Iowa,Fayette County,19399,19258,88,276
Iowa,Floyd County,15552,15413,71,219
Iowa,Franklin County,9983,9952,44,138
Iowa,Fremont County,6560,6567,25,90
Iowa,Greene County,8746,8717,28,111
Iowa,Grundy County,12312,12347,43,146
Iowa,Guthrie County,10612,10567,35,162
Iowa,Hamilton County,15020,14887,38,208
Iowa,Hancock County,10757,10663,37,140
Iowa,Hardin County,16821,16708,53,252
Iowa,Harrison County,14546,14669,62,234
Iowa,Henry County,20412,20387,70,260
Iowa,Howard County,9487,9478,26,130
Iowa,Humboldt County,9595,9634,26,131
Iowa,Ida County,7007,6956,31,117
Iowa,Iowa County,16679,16568,53,223
Iowa,Jackson County,19437,19368,64,265
Iowa,Jasper County,37802,37764,114,489
Iowa,Jefferson County,15659,15647,50,221
Iowa,Johnson County,152984,154748,203,979
Iowa,Jones County,20647,20805,51,251
Iowa,Keokuk County,9995,9914,38,141
Iowa,Kossuth County,14786,14529,54,185
Iowa,Lee County,33512,33215,121,468
Iowa,Linn County,230263,228939,578,2365
Iowa,Louisa County,10806,10749,32,108
Iowa,Lucas County,8615,8710,33,104
Iowa,Lyon County,11917,12011,21,150
Iowa,Madison County,16626,16773,30,171
Iowa,Mahaska County,22148,21984,70,269
Iowa,Marion County,33377,33380,107,369
Iowa,Marshall County,40059,39853,141,547
Iowa,Mills County,14405,14465,38,161
Iowa,Mitchell County,10582,10555,38,137
Iowa,Monona County,8742,8574,42,187
Iowa,Monroe County,7582,7610,36,103
Iowa,Montgomery County,10335,10322,36,178
Iowa,Muscatine County,43113,42688,129,457
Iowa,O'Brien County,14154,14015,51,235
Iowa,Osceola County,6189,6159,31,82
Iowa,Page County,15180,15197,49,222
Iowa,Palo Alto County,8961,8906,44,116
Iowa,Plymouth County,25681,25650,84,286
Iowa,Pocahontas County,7075,7074,21,98
Iowa,Polk County,492769,496844,1173,4480
Iowa,Pottawattamie County,93560,93304,321,1193
Iowa,Poweshiek County,18643,18586,47,238
Iowa,Ringgold County,4639,4639,30,69
Iowa,Sac County,9791,9752,26,141
Iowa,Scott County,174488,174170,478,1905
Iowa,Shelby County,11699,11770,60,156
Iowa,Sioux County,35869,35893,74,339
Iowa,Story County,98615,99472,145,624
Iowa,Tama County,17072,16867,64,246
Iowa,Taylor County,5861,5868,23,85
Iowa,Union County,12097,12018,55,159
Iowa,Van Buren County,7204,7243,29,93
Iowa,Wapello County,35341,35256,128,492
Iowa,Warren County,52548,53402,134,534
Iowa,Washington County,22511,22491,88,260
Iowa,Wayne County,6509,6508,19,102
Iowa,Webster County,36954,37147,140,527
Iowa,Winnebago County,10650,10656,39,144
Iowa,Winneshiek County,20031,19892,53,214
Iowa,Woodbury County,105829,105607,337,1141
Iowa,Worth County,7425,7385,23,79
Iowa,Wright County,12914,12785,37,204
Kansas,Kansas,2935880,2934582,7981,31407
Kansas,Allen County,12537,12464,30,196
Kansas,Anderson County,7850,7778,23,122
Kansas,Atchison County,16305,16239,55,188
Kansas,Barber County,4198,4110,15,64
Kansas,Barton County,25419,25216,81,353
Kansas,Bourbon County,14333,14323,51,189
Kansas,Brown County,9473,9455,44,154
Kansas,Butler County,67401,67889,188,781
Kansas,Chase County,2564,2598,7,23
Kansas,Chautauqua County,3386,3395,13,43
Kansas,Cherokee County,19275,19130,77,356
Kansas,Cheyenne County,2620,2633,5,43
Kansas,Clark County,1973,1977,12,22
Kansas,Clay County,8112,8077,23,116
Kansas,Cloud County,8988,8928,41,138
Kansas,Coffey County,8370,8338,22,125
Kansas,Comanche County,1681,1670,9,25
Kansas,Cowley County,34498,34496,120,574
Kansas,Crawford County,38930,39110,117,466
Kansas,Decatur County,2749,2751,12,48
Kansas,Dickinson County,18353,18459,73,249
Kansas,Doniphan County,7469,7471,27,96
Kansas,Douglas County,118814,119363,190,854
Kansas,Edwards County,2898,2832,6,46
Kansas,Elk County,2475,2441,13,35
Kansas,Ellis County,28931,28790,67,289
Kansas,Ellsworth County,6354,6336,27,71
Kansas,Finney County,38297,38107,71,250
Kansas,Ford County,34206,34159,70,286
Kansas,Franklin County,26028,25986,59,334
Kansas,Geary County,36747,35934,72,228
Kansas,Gove County,2694,2755,17,37
Kansas,Graham County,2405,2400,6,33
Kansas,Grant County,7327,7324,12,52
Kansas,Gray County,5633,5644,17,68
Kansas,Greeley County,1277,1304,4,13
Kansas,Greenwood County,5972,5939,27,86
Kansas,Hamilton County,2494,2484,8,16
Kansas,Harper County,5461,5331,22,106
Kansas,Harvey County,33942,33817,117,436
Kansas,Haskell County,3756,3668,14,26
Kansas,Hodgeman County,1718,1710,13,35
Kansas,Jackson County,13230,13261,31,155
Kansas,Jefferson County,18300,18411,59,190
Kansas,Jewell County,2926,2937,7,36
Kansas,Johnson County,610536,613219,1324,5164
Kansas,Kearny County,3971,3891,10,38
Kansas,Kingman County,7446,7392,31,156
Kansas,Kiowa County,2452,2392,5,33
Kansas,Labette County,20119,19912,84,278
Kansas,Lane County,1568,1565,6,27
Kansas,Leavenworth County,81870,82184,217,771
Kansas,Lincoln County,2947,2903,5,41
Kansas,Linn County,9582,9747,30,123
Kansas,Logan County,2743,2722,10,21
Kansas,Lyon County,32100,31998,89,333
Kansas,McPherson County,30160,30146,105,402
Kansas,Marion County,11754,11712,53,168
Kansas,Marshall County,10014,9979,31,160
Kansas,Meade County,4045,4022,19,31
Kansas,Miami County,34183,34593,90,338
Kansas,Mitchell County,5764,5748,30,108
Kansas,Montgomery County,31360,31156,120,457
Kansas,Morris County,5360,5356,19,80
Kansas,Morton County,2695,2692,23,38
Kansas,Nemaha County,10218,10216,51,112
Kansas,Neosho County,15909,15784,48,230
Kansas,Ness County,2678,2672,7,43
Kansas,Norton County,5435,5342,28,77
Kansas,Osage County,15724,15768,58,221
Kansas,Osborne County,3494,3498,12,42
Kansas,Ottawa County,5733,5838,19,87
Kansas,Pawnee County,6244,6225,29,94
Kansas,Phillips County,4953,4815,24,81
Kansas,Pottawatomie County,25392,25790,58,212
Kansas,Pratt County,9151,9181,24,135
Kansas,Rawlins County,2555,2549,12,30
Kansas,Reno County,61808,61414,229,840
Kansas,Republic County,4680,4662,9,100
Kansas,Rice County,9374,9390,37,111
Kansas,Riley County,71996,72208,110,446
Kansas,Rooks County,4894,4831,14,94
Kansas,Rush County,2944,2953,12,47
Kansas,Russell County,6672,6703,27,115
Kansas,Saline County,54232,53888,168,663
Kansas,Scott County,5137,5131,16,59
Kansas,Sedgwick County,524246,523828,1393,5570
Kansas,Seward County,21832,21747,44,138
Kansas,Shawnee County,178608,178264,565,2255
Kansas,Sheridan County,2442,2478,11,29
Kansas,Sherman County,5882,5895,25,85
Kansas,Smith County,3559,3576,19,46
Kansas,Stafford County,4064,4034,20,48
Kansas,Stanton County,2072,2044,9,15
Kansas,Stevens County,5236,5293,10,43
Kansas,Sumner County,22332,22385,69,305
Kansas,Thomas County,7916,7877,21,92
Kansas,Trego County,2808,2793,7,43
Kansas,Wabaunsee County,6885,6966,15,73
Kansas,Wallace County,1514,1508,2,13
Kansas,Washington County,5526,5511,17,80
Kansas,Wichita County,2144,2082,4,16
Kansas,Wilson County,8577,8526,30,125
Kansas,Woodson County,3103,3102,8,47
Kansas,Wyandotte County,168873,167046,445,1725
Kentucky,Kentucky,4503958,4509394,14557,56853
Kentucky,Adair County,18870,18932,95,282
Kentucky,Allen County,20595,20797,57,302
Kentucky,Anderson County,23869,24035,76,277
Kentucky,Ballard County,7724,7695,17,115
Kentucky,Barren County,44445,44544,171,628
Kentucky,Bath County,12708,12778,57,183
Kentucky,Bell County,23942,23858,118,449
Kentucky,Boone County,136403,137412,242,1264
Kentucky,Bourbon County,20285,20229,56,264
Kentucky,Boyd County,48175,47899,208,719
Kentucky,Boyle County,30701,30747,118,408
Kentucky,Bracken County,8390,8439,30,105
Kentucky,Breathitt County,13679,13553,67,212
Kentucky,Breckinridge County,20432,20651,81,274
Kentucky,Bullitt County,82293,82918,218,861
Kentucky,Butler County,12318,12294,52,181
Kentucky,Caldwell County,12632,12624,52,186
Kentucky,Calloway County,37147,37560,112,502
Kentucky,Campbell County,93086,93050,246,1048
Kentucky,Carlisle County,4811,4791,26,60
Kentucky,Carroll County,10833,10863,29,156
Kentucky,Carter County,26575,26412,92,411
Kentucky,Casey County,15886,15866,69,275
Kentucky,Christian County,72696,72357,178,811
Kentucky,Clark County,36999,36871,111,462
Kentucky,Clay County,20294,20206,71,285
Kentucky,Clinton County,9216,9265,42,160
Kentucky,Crittenden County,8985,8947,41,119
Kentucky,Cumberland County,5856,5879,30,125
Kentucky,Daviess County,103291,103063,336,1209
Kentucky,Edmonson County,12132,12291,44,167
Kentucky,Elliott County,7334,7381,22,76
Kentucky,Estill County,14134,14092,62,206
Kentucky,Fayette County,322403,321793,844,2945
Kentucky,Fleming County,15091,15224,44,221
Kentucky,Floyd County,35756,35274,175,671
Kentucky,Franklin County,51569,51682,161,658
Kentucky,Fulton County,6501,6512,25,109
Kentucky,Gallatin County,8667,8775,30,93
Kentucky,Garrard County,16935,17362,76,219
Kentucky,Grant County,25008,25244,63,309
Kentucky,Graves County,36512,36615,147,531
Kentucky,Grayson County,26410,26524,99,380
Kentucky,Green County,11112,11291,46,160
Kentucky,Greenup County,35852,35649,132,560
Kentucky,Hancock County,9092,9064,28,123
Kentucky,Hardin County,110719,111607,343,1213
Kentucky,Harlan County,26689,26164,154,525
Kentucky,Harrison County,18705,18950,59,259
Kentucky,Hart County,19271,19460,72,254
Kentucky,Henderson County,44645,44329,155,654
Kentucky,Henry County,15666,15657,60,189
Kentucky,Hickman County,4521,4424,15,77
Kentucky,Hopkins County,45367,45138,188,690
Kentucky,Jackson County,12951,12984,49,211
Kentucky,Jefferson County,782123,777874,2498,9686
Kentucky,Jessamine County,52972,53626,146,551
Kentucky,Johnson County,22634,22556,71,349
Kentucky,Kenton County,169183,169495,424,1757
Kentucky,Knott County,14160,14053,61,213
Kentucky,Knox County,30135,29909,125,522
Kentucky,Larue County,14870,15028,49,179
Kentucky,Laurel County,62662,62561,217,858
Kentucky,Lawrence County,16288,16290,60,228
Kentucky,Lee County,7360,7451,36,136
Kentucky,Leslie County,10455,10278,45,165
Kentucky,Letcher County,21428,21253,104,352
Kentucky,Lewis County,13061,12987,45,192
Kentucky,Lincoln County,24238,24243,92,370
Kentucky,Livingston County,8845,8959,47,165
Kentucky,Logan County,27497,27771,102,358
Kentucky,Lyon County,8664,8803,30,160
Kentucky,McCracken County,67836,67454,251,980
Kentucky,McCreary County,16851,16892,53,228
Kentucky,McLean County,9114,9100,42,154
Kentucky,Madison County,92920,94666,257,1029
Kentucky,Magoffin County,11594,11497,45,171
Kentucky,Marion County,19580,19725,68,262
Kentucky,Marshall County,31665,31748,133,499
Kentucky,Martin County,11228,11140,54,145
Kentucky,Mason County,17085,16931,76,227
Kentucky,Meade County,29981,30131,81,281
Kentucky,Menifee County,6115,6194,27,106
Kentucky,Mercer County,22616,22850,85,308
Kentucky,Metcalfe County,10271,10349,47,169
Kentucky,Monroe County,11301,11233,41,171
Kentucky,Montgomery County,28091,28219,81,360
Kentucky,Morgan County,13719,13820,48,176
Kentucky,Muhlenberg County,30875,30694,99,479
Kentucky,Nelson County,46756,47098,134,546
Kentucky,Nicholas County,7536,7712,22,118
Kentucky,Ohio County,23726,23688,68,342
Kentucky,Oldham County,67642,68685,141,528
Kentucky,Owen County,11294,11294,44,152
Kentucky,Owsley County,4018,3953,26,91
Kentucky,Pendleton County,14640,14607,43,197
Kentucky,Perry County,28378,27929,126,505
Kentucky,Pike County,58408,57391,249,998
Kentucky,Powell County,13085,13133,55,163
Kentucky,Pulaski County,65016,65423,270,1003
Kentucky,Robertson County,2184,2257,11,43
Kentucky,Rockcastle County,16053,16115,44,273
Kentucky,Rowan County,24732,24861,71,251
Kentucky,Russell County,17975,18156,90,284
Kentucky,Scott County,57477,58252,154,498
Kentucky,Shelby County,48179,48461,117,512
Kentucky,Simpson County,19620,19718,53,255
Kentucky,Spencer County,19564,19916,41,205
Kentucky,Taylor County,26020,26235,92,394
Kentucky,Todd County,12280,12285,32,158
Kentucky,Trigg County,14068,14192,57,240
Kentucky,Trimble County,8461,8530,25,126
Kentucky,Union County,13646,13544,52,192
Kentucky,Warren County,134933,137212,325,1301
Kentucky,Washington County,12024,12072,45,168
Kentucky,Wayne County,19528,19540,71,300
Kentucky,Webster County,12989,12813,55,210
Kentucky,Whitley County,36687,36939,122,570
Kentucky,Wolfe County,6552,6507,27,123
Kentucky,Woodford County,26892,27075,64,288
Louisiana,Louisiana,4651203,4624047,13460,55335
Louisiana,Acadia Parish,57455,57288,204,833
Louisiana,Allen Parish,22697,22687,77,291
Louisiana,Ascension Parish,126984,128369,187,1039
Louisiana,Assumption Parish,20968,20689,58,282
Louisiana,Avoyelles Parish,39616,39236,141,584
Louisiana,Beauregard Parish,36573,36584,96,464
Louisiana,Bienville Parish,12899,12776,52,235
Louisiana,Bossier Parish,128615,129144,340,1400
Louisiana,Caddo Parish,237056,233092,740,3302
Louisiana,Calcasieu Parish,216416,205282,624,2468
Louisiana,Caldwell Parish,9617,9571,35,147
Louisiana,Cameron Parish,5619,5080,18,67
Louisiana,Catahoula Parish,8859,8805,30,114
Louisiana,Claiborne Parish,14109,14038,69,213
Louisiana,Concordia Parish,18589,18376,61,292
Louisiana,De Soto Parish,26854,26919,84,380
Louisiana,East Baton Rouge Parish,455884,453301,1209,4757
Louisiana,East Carroll Parish,7383,7220,23,88
Louisiana,East Feliciana Parish,19451,19338,87,282
Louisiana,Evangeline Parish,32307,32215,97,471
Louisiana,Franklin Parish,19721,19668,47,294
Louisiana,Grant Parish,22129,22236,57,240
Louisiana,Iberia Parish,69725,68975,237,857
Louisiana,Iberville Parish,30095,29824,87,402
Louisiana,Jackson Parish,14989,14876,50,237
Louisiana,Jefferson Parish,439845,433688,1297,5246
Louisiana,Jefferson Davis Parish,32166,32345,117,446
Louisiana,Lafayette Parish,242004,244205,548,2380
Louisiana,Lafourche Parish,97495,97504,281,1126
Louisiana,LaSalle Parish,14812,14834,45,186
Louisiana,Lincoln Parish,48259,48152,136,477
Louisiana,Livingston Parish,142726,145830,341,1375
Louisiana,Madison Parish,9927,9799,37,160
Louisiana,Morehouse Parish,25430,25025,124,427
Louisiana,Natchitoches Parish,37349,37026,132,476
Louisiana,Orleans Parish,383282,376971,1033,4295
Louisiana,Ouachita Parish,160003,158768,503,1969
Louisiana,Plaquemines Parish,23466,23303,56,227
Louisiana,Pointe Coupee Parish,20689,20356,79,326
Louisiana,Rapides Parish,129607,128654,429,1781
Louisiana,Red River Parish,7619,7564,25,116
Louisiana,Richland Parish,19997,19805,74,294
Louisiana,Sabine Parish,22118,22135,78,306
Louisiana,St. Bernard Parish,43838,44258,110,469
Louisiana,St. Charles Parish,52481,52282,142,534
Louisiana,St. Helena Parish,10889,10912,37,125
Louisiana,St. James Parish,20127,19742,54,274
Louisiana,St. John the Baptist Parish,42394,42094,127,494
Louisiana,St. Landry Parish,82273,82071,318,1242
Louisiana,St. Martin Parish,51604,51540,153,613
Louisiana,St. Mary Parish,49140,48232,169,622
Louisiana,St. Tammany Parish,264933,269388,709,2991
Louisiana,Tangipahoa Parish,133549,135217,369,1617
Louisiana,Tensas Parish,4116,4043,18,77
Louisiana,Terrebonne Parish,109319,108708,303,1309
Louisiana,Union Parish,21124,21091,71,331
Louisiana,Vermilion Parish,57289,57204,167,709
Louisiana,Vernon Parish,48582,48027,119,450
Louisiana,Washington Parish,45370,45133,173,782
Louisiana,Webster Parish,36864,36184,161,565
Louisiana,West Baton Rouge Parish,27236,27792,70,248
Louisiana,West Carroll Parish,9694,9594,41,169
Louisiana,West Feliciana Parish,15256,15494,48,134
Louisiana,Winn Parish,13721,13488,56,228
Maine,Maine,1362280,1372247,4507,17635
Maine,Androscoggin County,111039,111034,365,1384
Maine,Aroostook County,66994,66859,246,1093
Maine,Cumberland County,303312,305231,854,3324
Maine,Franklin County,29418,29687,101,377
Maine,Hancock County,55460,56192,193,777
Maine,Kennebec County,123754,124486,414,1680
Maine,Knox County,40609,41084,133,558
Maine,Lincoln County,35192,35828,153,531
Maine,Oxford County,57849,58629,193,842
Maine,Penobscot County,152007,152765,526,2029
Maine,Piscataquis County,16768,17165,78,258
Maine,Sagadahoc County,36688,37071,114,470
Maine,Somerset County,50404,50592,191,705
Maine,Waldo County,39635,39912,133,525
Maine,Washington County,31062,31121,168,527
Maine,York County,212089,214591,645,2555
Maryland,Maryland,6172679,6165129,15128,61654
Maryland,Allegany County,67947,67729,270,1070
Maryland,Anne Arundel County,588769,590336,1341,5641
Maryland,Baltimore County,853073,849316,2579,10074
Maryland,Calvert County,92857,93928,224,976
Maryland,Caroline County,33290,33386,83,406
Maryland,Carroll County,172890,173873,486,1933
Maryland,Cecil County,103740,103905,314,1255
Maryland,Charles County,166682,168698,361,1474
Maryland,Dorchester County,32508,32489,99,488
Maryland,Frederick County,272737,279835,580,2371
Maryland,Garrett County,28761,28702,90,438
Maryland,Harford County,261122,262977,684,2683
Maryland,Howard County,332722,334529,521,2266
Maryland,Kent County,19142,19270,75,330
Maryland,Montgomery County,1061243,1054827,1758,7706
Maryland,Prince George's County,965601,955306,1973,8244
Maryland,Queen Anne's County,49983,50798,148,510
Maryland,St. Mary's County,113953,114468,270,1067
Maryland,Somerset County,24567,24584,77,332
Maryland,Talbot County,37456,37626,142,605
Maryland,Washington County,154586,154937,507,1913
Maryland,Wicomico County,103473,103980,317,1290
Maryland,Worcester County,52445,53132,205,756
Maryland,Baltimore city,583132,576498,2024,7826
Massachusetts,Massachusetts,7022220,6984723,17353,70431
Massachusetts,Barnstable County,228969,232411,767,3360
Massachusetts,Berkshire County,128758,128657,423,1663
Massachusetts,Bristol County,579172,580164,1684,6514
Massachusetts,Dukes County,20581,21097,45,167
Massachusetts,Essex County,809218,807074,2112,8406
Massachusetts,Franklin County,70988,71015,202,869
Massachusetts,Hampden County,464908,462718,1387,5619
Massachusetts,Hampshire County,162064,161572,416,1537
Massachusetts,Middlesex County,1629422,1614742,3579,14205
Massachusetts,Nantucket County,14244,14491,16,82
Massachusetts,Norfolk County,726025,724505,1664,7135
Massachusetts,Plymouth County,530979,533003,1418,5969
Massachusetts,Suffolk County,795431,771245,1546,6326
Massachusetts,Worcester County,861461,862029,2094,8579
Michigan,Michigan,10067664,10050811,29450,117336
Michigan,Alcona County,10158,10235,59,211
Michigan,Alger County,8834,8821,27,140
Michigan,Allegan County,120596,120950,315,1263
Michigan,Alpena County,28877,28893,91,421
Michigan,Antrim County,23421,23813,97,315
Michigan,Arenac County,14990,14975,66,243
Michigan,Baraga County,8128,8215,36,143
Michigan,Barry County,62548,62992,157,703
Michigan,Bay County,103594,102985,418,1521
Michigan,Benzie County,17974,18223,72,271
Michigan,Berrien County,154095,153101,509,2027
Michigan,Branch County,44810,44985,171,543
Michigan,Calhoun County,134113,133819,434,1769
Michigan,Cass County,51563,51483,138,680
Michigan,Charlevoix County,26012,26086,81,368
Michigan,Cheboygan County,25599,25752,89,433
