submission_date,state,tot_death,new_death
11/8/2021,IN,16915,0
4/14/2022,ND,2257,0
5/15/2021,WI,7712,5
2/17/2022,NC,22579,42
1/29/2021,MD,7521,34
8/12/2021,NH,1394,1
7/25/2021,VI,35,0
10/1/2020,DE,642,6
8/8/2020,IL,7840,18
11/26/2020,CT,4926,0
9/2/2021,GU,151,1
5/6/2021,CA,60927,65
3/12/2020,NC,0,0
6/18/2020,WI,725,7
5/17/2021,NV,5533,3
10/3/2021,AL,15457,39
4/4/2020,AL,71,4
10/4/2020,IL,9040,17
8/23/2021,DE,1854,0
7/25/2020,NV,758,23
9/27/2020,NE,470,1
9/15/2020,CA,14260,49
2/22/2022,ID,4703,27
2/12/2021,WI,6734,11
5/22/2021,ND,1507,0
10/8/2021,CA,69507,156
9/14/2021,IL,27008,39
4/10/2021,WI,7379,4
4/9/2020,IN,245,42
1/29/2020,MD,0,0
3/19/2020,WI,0,0
12/17/2021,NE,3298,5
1/13/2022,WA,10143,40
1/7/2021,ND,1352,11
1/5/2022,ND,2027,4
4/25/2020,MD,912,68
4/24/2021,NE,2242,0
5/3/2020,NE,78,2
7/5/2020,IN,2677,6
11/25/2021,NV,7972,0
11/1/2020,MO,3545,40
9/1/2020,NC,3008,27
11/19/2020,AL,5031,24
4/23/2021,CA,60086,94
1/19/2021,IN,9580,272
5/19/2021,IL,24864,34
5/4/2021,ME,791,1
4/22/2021,MD,9219,21
10/19/2020,CA,16894,11
12/4/2020,CA,19682,201
11/22/2021,IN,17316,69
2/27/2022,MD,14119,14
10/23/2021,MT,2247,0
5/5/2021,MI,19462,50
7/19/2020,AL,1832,42
3/12/2020,VT,0,0
12/11/2020,NH,590,6
9/17/2021,WI,8703,21
3/13/2021,GU,133,0
7/15/2020,MS,1796,30
8/3/2020,CA,9326,74
7/23/2020,MS,2059,40
4/6/2022,NH,2457,2
11/20/2021,IN,17247,0
8/5/2020,ME,124,0
5/29/2020,ID,82,0
3/21/2021,VT,215,0
3/10/2021,CA,54320,442
5/5/2020,VI,4,0
12/4/2020,ME,227,3
5/25/2020,NC,844,19
8/31/2020,IL,8235,7
3/27/2020,WI,13,5
6/26/2021,ME,858,0
1/25/2020,CA,0,0
5/20/2021,IN,13501,8
6/9/2020,IN,2327,24
4/25/2020,MO,395,14
12/31/2020,IN,8236,103
7/29/2020,MI,6524,6
12/31/2021,MD,11875,36
4/18/2021,NE,2215,2
10/20/2020,ND,422,10
8/27/2020,CT,4465,2
8/7/2021,ME,901,0
1/29/2020,VT,0,0
2/15/2021,MO,8398,10
5/18/2021,NH,1339,6
4/6/2021,GU,136,0
12/19/2021,AL,16602,11
3/15/2022,MD,14280,9
7/7/2021,ND,1530,2
7/11/2021,WI,8182,0
11/6/2021,VT,369,1
7/23/2021,VI,35,0
11/25/2021,NH,1683,0
11/12/2021,CA,72288,0
7/18/2020,NE,299,0
3/4/2020,GU,0,0
9/5/2021,AL,13742,73
4/15/2022,NH,2464,0
3/25/2021,ME,731,0
7/2/2021,IN,13853,8
4/2/2020,MO,51,12
10/7/2020,IN,3724,16
4/20/2020,NH,42,1
8/26/2020,NV,1279,20
8/31/2021,WA,6574,40
3/11/2021,NC,12524,18
1/18/2022,MS,10642,17
9/25/2020,NV,1615,4
2/12/2020,MO,0,0
4/26/2021,MO,8940,3
11/25/2020,NV,2071,24
3/25/2022,MI,35572,29
4/16/2020,NC,181,23
2/20/2022,NC,22699,47
2/19/2022,VI,108,0
10/11/2020,NV,1707,2
8/22/2020,MT,90,1
2/8/2020,DE,0,0
7/20/2020,MI,6452,8
3/2/2021,ND,1448,1
5/23/2020,MO,827,14
2/22/2022,NH,2333,0
3/3/2021,NH,1175,5
5/13/2020,GU,5,0
2/25/2022,NV,9664,51
5/19/2021,AL,11336,8
1/24/2022,AL,17499,41
2/10/2022,IL,35725,125
12/20/2020,CA,22571,225
8/3/2021,VT,252,0
3/9/2020,ME,0,0
7/20/2021,CA,63653,4
1/27/2022,GU,285,1
12/7/2021,MT,2777,9
5/28/2020,WA,1106,11
12/20/2020,WA,3104,0
4/4/2021,AL,11012,9
1/23/2020,IL,0,0
12/28/2020,ME,333,7
3/16/2020,NV,1,1
3/7/2020,WI,0,0
2/25/2021,VT,202,0
6/7/2020,CA,4501,66
11/19/2020,MT,561,0
2/12/2022,MS,11558,0
10/24/2020,NC,4480,22
10/30/2021,ME,1167,4
1/6/2021,MT,1015,10
1/16/2022,GU,274,0
5/14/2020,GU,5,0
7/27/2021,ND,1538,0
11/19/2021,MI,24841,59
8/11/2020,NH,419,0
12/29/2020,CA,24311,116
11/5/2021,VT,368,2
4/23/2021,ME,772,1
5/31/2020,WI,592,4
7/15/2020,NV,643,7
4/8/2020,ID,18,3
3/1/2021,GU,131,1
11/16/2020,NV,1917,8
6/18/2020,NE,240,6
10/2/2021,DE,1972,18
5/12/2020,GU,5,0
7/22/2021,MT,1695,1
12/16/2021,IL,30135,59
5/16/2020,WA,1000,8
2/15/2022,GU,315,7
1/10/2022,CA,76550,209
4/5/2022,CA,88355,148
5/16/2020,VI,6,0
12/7/2020,VI,23,0
11/4/2020,NE,669,9
1/1/2021,AL,7270,82
11/8/2020,NV,1851,1
5/5/2020,IN,1317,61
12/17/2021,VI,88,0
4/16/2021,IN,13184,17
12/5/2020,GU,113,0
6/28/2020,NH,367,2
4/1/2022,MO,19993,0
9/5/2020,NH,432,0
2/2/2021,MS,6730,13
8/1/2020,ID,197,8
12/1/2021,IL,29432,56
8/25/2020,WI,1102,13
7/27/2021,MT,1699,4
7/21/2020,GU,5,0
1/6/2021,ID,1488,17
10/12/2021,IN,16101,47
10/10/2020,VT,57,0
1/15/2021,NC,9406,101
9/5/2020,CA,13469,177
3/13/2022,CT,10648,0
9/27/2020,VT,57,0
3/6/2021,NV,5036,16
6/13/2020,MT,18,0
3/4/2022,GU,331,0
3/19/2021,CA,56027,232
3/9/2020,IN,0,0
11/2/2021,WI,9467,37
4/20/2020,MI,3384,113
5/1/2021,VT,243,1
2/6/2020,AL,0,0
6/8/2021,IN,13681,10
11/23/2020,ID,866,16
9/8/2021,DE,1894,3
12/29/2020,MO,6769,53
3/16/2021,WI,7182,5
2/15/2022,MI,33634,116
4/8/2020,MD,167,22
10/11/2021,WI,9054,18
10/15/2020,CA,16621,99
6/30/2021,ND,1528,0
11/25/2021,MO,15334,0
11/2/2021,MI,23781,51
3/24/2021,ID,1952,1
12/21/2021,WA,9725,30
12/27/2020,MT,924,5
10/13/2021,MD,10681,16
10/1/2021,NE,2840,0
1/8/2021,VT,155,0
3/21/2022,ME,2188,6
10/2/2021,NC,17269,52
11/6/2020,DE,716,0
10/2/2021,WA,7779,14
1/6/2021,NE,1703,11
8/24/2021,IL,26291,16
2/18/2022,MT,3105,6
7/20/2021,CT,8282,0
1/9/2022,VT,461,1
4/11/2020,NE,17,0
4/19/2021,AL,11109,2
6/21/2020,VT,55,0
11/5/2021,CA,71852,93
4/14/2021,DE,1591,4
2/9/2020,NH,0,0
9/16/2020,NE,439,3
2/21/2020,IL,0,0
4/1/2022,GU,349,0
7/11/2021,MI,21108,5
4/5/2021,NH,1249,0
6/2/2021,MD,9681,5
4/2/2020,IN,78,12
3/25/2022,GU,340,0
6/29/2021,NC,13635,2
3/24/2022,DE,2836,1
3/12/2022,ID,4819,0
2/4/2021,CA,41634,616
3/8/2021,ND,1449,0
2/16/2022,IN,22377,126
6/5/2020,MI,6031,12
4/15/2021,ND,1478,3
3/8/2021,DE,1475,2
2/14/2020,WI,0,0
10/19/2020,ID,531,3
7/7/2020,MI,6368,10
1/15/2021,DE,1002,7
3/25/2021,MT,1435,4
10/3/2020,MI,7177,25
2/5/2022,MD,13691,36
12/5/2020,ND,1013,6
9/27/2021,ND,1607,3
11/29/2021,VI,86,1
2/4/2020,MS,0,0
8/6/2020,VT,57,0
6/12/2020,IL,6441,78
11/9/2020,ID,698,12
5/30/2021,WI,7830,0
12/20/2020,VI,23,0
7/9/2020,VI,6,0
1/27/2022,VI,98,0
12/3/2020,MI,10528,108
8/22/2021,NE,2302,0
3/31/2020,NE,3,1
4/10/2021,NV,5332,9
12/30/2021,NV,8420,13
11/6/2020,NH,488,2
2/9/2020,CA,0,0
4/9/2021,ID,1993,4
9/13/2020,NC,3342,21
7/22/2021,IN,13953,1
1/20/2022,ND,2061,5
10/29/2021,CA,71519,111
7/24/2021,CA,63741,0
4/25/2021,ME,772,0
9/2/2021,WA,6643,32
4/19/2020,MO,274,10
11/26/2021,NH,1683,0
1/31/2021,NE,1921,0
9/23/2021,CT,8483,-1
4/2/2022,ND,2246,0
6/24/2020,ME,103,1
6/28/2021,IN,13826,0
1/4/2022,NC,19878,36
10/31/2021,ID,3538,0
11/14/2020,IN,4872,24
5/1/2020,MI,4585,83
4/2/2022,WI,14317,0
1/31/2022,VI,101,2
12/23/2021,MI,28344,0
1/31/2022,NH,2209,4
1/29/2022,NH,2205,0
1/14/2021,MS,6211,47
8/23/2020,ME,131,0
4/13/2020,VI,1,0
8/6/2020,NC,2278,25
4/11/2022,NE,4190,15
6/25/2021,MS,7470,3
6/29/2020,MD,3291,6
3/27/2020,MD,8,2
1/22/2020,NH,0,0
12/20/2020,MT,865,1
2/14/2021,WI,6745,1
12/21/2020,IL,16527,120
7/2/2021,WA,5939,1
7/29/2020,AL,2208,40
6/8/2021,ME,843,3
12/4/2020,MD,5006,30
10/1/2021,GU,198,0
12/8/2020,MT,763,21
8/27/2021,CA,65033,102
3/4/2022,MO,19089,1
11/8/2020,NE,703,0
2/16/2020,GU,0,0
5/22/2021,VT,248,0
9/3/2020,ND,150,0
5/26/2020,IL,4923,39
10/27/2021,MI,23526,28
9/14/2021,WA,7037,56
10/22/2020,VT,57,0
7/26/2021,CT,8288,2
5/6/2021,NC,13187,14
3/31/2020,IN,50,15
4/6/2022,NE,4164,0
2/26/2020,CT,0,0
3/26/2022,VT,585,0
5/31/2021,MS,7416,1
1/19/2021,MT,1093,0
11/4/2021,MO,12218,5
3/30/2020,ID,7,1
1/25/2022,IN,20928,132
10/30/2021,MT,2346,0
12/15/2020,MS,4982,44
6/4/2020,CT,4007,18
11/7/2020,NV,1850,5
11/16/2021,MI,24448,40
3/29/2021,VT,220,1
5/7/2020,VT,52,0
6/6/2020,MS,1089,12
4/1/2020,GU,3,1
7/5/2020,VT,55,0
9/17/2020,MD,3990,7
6/15/2020,AL,1093,17
9/10/2020,MS,3020,18
9/7/2020,IN,3349,4
10/24/2020,IL,9751,63
9/26/2021,NV,7035,10
3/24/2022,WA,12392,0
4/15/2021,IL,23896,31
1/26/2022,MO,17092,22
7/2/2020,MS,1451,20
5/9/2021,VI,27,0
3/12/2021,NV,5097,17
6/2/2021,CA,62044,23
1/24/2020,VI,0,0
9/25/2020,VI,19,0
2/4/2021,AL,9810,50
9/1/2021,IL,26535,35
3/9/2020,CA,1,0
4/4/2020,WA,310,26
4/1/2020,MT,5,0
3/30/2022,MO,19990,4
12/19/2020,MD,5709,58
3/23/2022,VI,110,0
2/2/2021,MI,15901,37
1/31/2020,ID,0,0
11/9/2021,AL,16251,12
12/4/2020,DE,782,3
2/21/2022,VT,554,4
11/2/2020,IN,4374,26
12/19/2020,GU,119,0
7/3/2020,MI,6333,9
3/5/2022,WA,12025,0
6/19/2020,MI,6212,11
2/7/2020,NH,0,0
9/3/2021,ID,2379,0
2/22/2021,ND,1439,1
8/8/2021,MT,1722,0
2/20/2020,MT,0,0
4/25/2020,NE,53,3
4/10/2020,NE,17,2
10/27/2021,NE,2954,12
12/1/2020,MI,10305,131
2/25/2020,WA,0,0
12/29/2020,CT,5924,20
5/7/2021,ID,2061,8
1/11/2022,WA,10026,-2
11/2/2021,MO,12212,9
2/4/2021,ID,1747,-1
10/6/2020,NV,1669,6
3/19/2021,CT,7832,10
3/17/2022,NC,23182,10
6/23/2020,IL,6911,36
12/29/2020,IN,8024,164
8/29/2021,MI,21534,7
12/1/2020,VI,23,0
5/31/2021,MD,9673,5
6/4/2020,WA,1138,3
3/21/2022,ID,4834,0
11/9/2020,CT,4698,24
10/9/2020,CT,4530,3
3/3/2020,ME,0,0
5/3/2021,ID,2052,7
4/9/2020,IL,528,66
2/20/2020,GU,0,0
10/14/2021,MO,11827,6
6/26/2021,WA,5902,0
4/13/2022,MI,35857,81
1/17/2021,MT,1092,4
3/14/2021,WA,5123,0
10/16/2020,NE,535,0
3/16/2021,WA,5149,14
8/22/2020,IL,8083,17
10/26/2021,IN,16578,58
8/30/2020,ME,132,0
11/1/2020,NE,654,2
9/9/2020,IN,3378,17
5/29/2020,MS,1002,13
5/29/2020,CT,3868,42
2/18/2022,MI,33998,81
6/5/2020,NV,452,23
6/10/2020,MT,18,0
8/20/2021,VI,45,1
7/30/2020,WA,1564,10
1/8/2021,NH,846,19
11/19/2021,ND,1851,1
9/3/2020,WA,1945,10
9/12/2020,ME,136,1
5/14/2020,WI,434,13
11/25/2020,WA,2704,14
4/9/2021,WI,7375,5
1/21/2021,NV,3910,47
5/21/2020,DE,322,5
4/13/2022,VT,593,0
4/24/2020,NV,203,6
8/15/2020,MO,1619,18
9/7/2020,VI,18,1
1/11/2021,CT,6416,92
5/11/2020,MT,16,0
1/6/2021,AL,7671,80
9/28/2021,MO,11485,12
4/13/2020,WI,154,10
8/28/2020,NC,2889,25
7/21/2021,ME,891,4
1/22/2020,WI,0,0
7/12/2021,WI,8185,3
12/24/2021,DE,2271,16
12/27/2021,NE,3331,4
3/6/2021,NE,2113,1
5/11/2021,WA,5593,7
6/2/2021,MS,7421,3
3/19/2021,DE,1522,5
10/11/2021,AL,15738,31
6/2/2020,NV,420,-1
5/10/2020,MS,736,8
12/20/2020,AL,6426,63
3/4/2020,AL,1,0
5/31/2020,IN,2121,9
1/12/2021,IN,9073,88
9/22/2020,MT,163,1
10/11/2020,ID,507,0
12/9/2021,MT,2788,7
4/27/2021,NE,2242,0
6/26/2020,ID,90,0
3/8/2020,ND,0,0
11/16/2020,NC,5303,36
2/10/2020,ND,0,0
3/20/2022,ND,2233,0
7/22/2020,MD,3525,10
8/16/2021,ME,908,2
9/30/2021,VI,71,0
5/3/2020,NC,477,13
6/27/2020,MD,3266,14
7/20/2021,ND,1538,1
10/21/2021,ID,3377,31
10/23/2020,NH,471,1
4/24/2020,GU,5,0
8/2/2020,IL,7714,14
12/25/2020,IN,7744,39
11/24/2020,VI,23,0
3/22/2022,ME,2190,2
5/31/2020,AL,866,10
2/17/2022,ME,1910,27
2/15/2020,MO,0,0
4/24/2021,NC,13037,11
4/30/2020,DE,152,0
10/7/2020,MO,2734,34
1/10/2022,VI,89,0
2/12/2022,MO,17987,0
9/2/2020,DE,606,1
1/17/2022,ND,2047,0
11/14/2020,MS,3958,18
2/5/2021,WA,4449,33
12/28/2021,NC,19667,30
10/24/2021,MI,23309,0
11/21/2020,MO,4535,68
11/12/2020,ME,162,4
4/9/2022,MD,14377,0
4/7/2020,ME,12,2
8/19/2020,MI,6725,14
1/21/2021,AL,8894,89
1/1/2021,ID,1436,0
10/2/2020,AL,4019,18
10/10/2020,AL,4184,22
3/30/2021,NC,12755,9
4/12/2020,MO,181,12
1/24/2021,NH,987,6
6/12/2020,VT,54,0
3/14/2020,VT,0,0
1/26/2021,GU,129,0
12/23/2020,NV,2871,46
1/8/2021,NV,3394,55
2/2/2022,NV,9050,38
2/1/2021,MS,6717,23
2/6/2021,IN,11718,67
8/2/2020,WI,955,1
1/7/2022,IN,19614,166
3/12/2021,MI,16835,19
4/16/2020,MO,246,26
4/14/2020,MO,202,13
6/28/2021,NE,2261,2
3/20/2021,NV,5171,10
6/20/2020,ME,102,0
5/29/2020,ND,59,2
9/4/2020,MD,3915,14
1/25/2022,GU,283,1
10/20/2021,WI,9207,26
1/9/2021,VI,24,0
8/20/2020,ID,298,7
9/10/2021,AL,14128,79
7/27/2021,NE,2280,8
5/13/2020,ME,66,0
3/26/2021,DE,1536,0
4/9/2022,MT,3255,0
12/4/2021,NE,3180,0
11/23/2021,MO,15334,7
5/3/2021,NH,1305,0
11/18/2021,ID,3806,5
6/5/2021,WI,7954,0
3/1/2022,MD,14146,11
7/10/2020,NC,1602,12
9/25/2020,GU,39,0
12/27/2021,MD,11737,27
11/12/2020,WI,2621,67
7/21/2021,NC,13738,6
3/9/2022,ME,2140,2
7/29/2021,MD,9842,5
10/10/2021,ID,3122,0
1/12/2022,NE,3527,32
3/21/2020,WA,94,11
4/12/2020,MT,6,0
12/27/2020,CA,24121,219
11/17/2021,NE,3092,7
2/9/2021,ND,1429,2
6/9/2020,MO,962,6
3/11/2022,NH,2415,1
9/1/2021,GU,150,0
4/13/2020,CT,602,48
11/27/2021,GU,263,0
3/28/2021,WI,7274,0
2/10/2021,VT,189,1
5/2/2021,CT,8097,0
6/22/2020,MT,21,1
12/21/2020,MO,6369,64
10/18/2020,ND,408,4
5/2/2021,MD,9372,13
4/20/2020,DE,72,0
5/21/2021,IL,24935,22
4/2/2021,CT,7904,4
7/9/2021,WA,5997,11
7/30/2020,VI,8,0
3/18/2022,NC,23191,9
8/18/2020,IN,3153,30
2/15/2022,NE,3870,40
9/15/2020,ID,423,4
12/7/2020,MD,5119,41
5/6/2021,MI,19533,71
2/5/2020,GU,0,0
9/14/2020,WA,2006,15
6/8/2020,MD,2902,27
8/18/2020,CA,11145,31
5/26/2020,NH,214,4
6/1/2020,CT,3964,20
12/14/2021,AL,16552,7
8/16/2021,MS,7931,16
4/19/2020,CT,1127,41
2/14/2022,NC,22452,57
4/20/2021,VT,238,0
2/2/2022,WI,12509,56
2/16/2020,MD,0,0
2/8/2022,VT,531,9
3/12/2021,WA,5123,16
8/19/2020,VI,9,0
8/11/2021,GU,143,0
1/25/2022,NH,2170,25
4/6/2022,ME,2219,11
3/27/2020,NC,5,1
7/6/2021,NV,5702,2
1/10/2021,VT,157,2
12/19/2021,WA,9674,0
5/30/2020,CA,3985,81
10/8/2021,NE,2855,10
8/21/2021,CT,8337,0
1/22/2020,NE,0,0
3/7/2022,WI,13514,25
1/13/2022,MS,10606,17
12/11/2021,IL,29842,0
10/17/2020,NE,547,12
3/5/2022,CA,85353,0
5/30/2021,MI,20580,31
12/2/2020,VI,23,0
4/30/2020,CA,1890,81
9/25/2021,IN,15462,95
4/3/2022,ME,2202,0
6/24/2021,NC,13609,1
11/24/2021,ID,3891,8
9/29/2021,NV,7107,34
4/23/2020,MI,3755,112
2/24/2020,WA,0,0
10/20/2020,VT,57,0
8/15/2020,WA,1766,11
4/25/2020,WA,738,15
1/28/2021,IN,10925,231
2/22/2021,VI,25,0
10/1/2020,VI,20,0
9/16/2020,GU,30,2
8/30/2021,AL,13315,59
3/9/2020,MD,0,0
5/4/2020,ME,61,4
2/8/2022,VI,104,1
12/11/2020,NE,1343,14
2/15/2022,ME,1858,9
4/1/2022,NV,10125,18
8/17/2021,CT,8304,-3
12/3/2021,NE,3180,0
12/14/2021,IL,29985,31
3/26/2022,CT,10759,0
3/29/2022,IL,37631,20
2/15/2020,AL,0,0
3/30/2022,MD,14345,2
2/12/2021,IN,12080,89
7/21/2021,NH,1384,0
12/11/2020,CT,5363,36
10/17/2020,GU,63,0
1/24/2021,NV,4026,15
10/27/2020,WI,1895,71
5/4/2021,VT,243,0
10/15/2020,WA,2232,11
11/29/2021,AL,16425,9
8/7/2021,NV,6016,11
4/22/2021,VT,238,0
10/13/2020,CT,4533,1
3/12/2020,AL,1,0
5/3/2020,NV,262,5
8/27/2021,MT,1783,2
11/17/2021,IL,29083,29
8/24/2020,DE,604,0
3/26/2020,VI,0,0
7/14/2021,MI,21120,4
6/15/2020,CT,4204,3
12/13/2021,MS,10331,5
1/14/2022,MO,16609,22
4/26/2021,IL,24150,11
3/23/2020,MT,0,0
3/18/2021,IL,23287,32
7/23/2021,MD,9830,4
1/23/2022,IL,33446,0
2/24/2021,MT,1348,2
7/17/2021,CT,8282,0
2/20/2021,ME,658,0
11/15/2020,DE,736,0
10/22/2020,WI,1725,23
12/22/2020,CT,5703,27
12/13/2021,NV,8201,12
7/18/2021,AL,11621,7
2/22/2020,ID,0,0
3/14/2021,ME,725,1
3/4/2022,IN,23002,39
3/12/2021,MT,1392,1
11/8/2020,IN,4615,38
8/27/2021,DE,1875,3
4/21/2021,ME,769,1
4/1/2020,IL,141,42
10/4/2020,ID,482,2
10/14/2020,ID,516,4
5/21/2020,VI,6,0
8/3/2021,MD,9860,5
7/16/2020,NH,395,1
2/14/2022,AL,18649,43
11/15/2021,AL,16309,3
2/17/2020,ME,0,0
9/29/2020,MI,7116,17
10/25/2020,MO,3278,42
6/5/2020,NE,186,0
8/14/2020,MO,1601,18
3/8/2022,DE,2752,1
5/22/2020,MD,2286,24
1/2/2021,WI,5256,2
11/26/2020,NE,982,4
3/5/2021,DE,1453,9
3/29/2021,MO,8788,10
12/30/2021,MI,29019,0
2/20/2022,VI,108,0
4/20/2020,NV,164,7
6/1/2021,VI,27,0
12/1/2021,MS,10287,2
1/13/2022,AL,17044,37
8/24/2020,IL,8097,8
2/26/2021,NH,1167,4
2/18/2022,AL,18821,44
10/16/2021,MO,11835,2
2/20/2020,DE,0,0
5/20/2020,DE,317,7
3/18/2022,MT,3234,3
11/24/2020,MD,4672,33
1/24/2020,IN,0,0
5/17/2020,ME,71,1
9/29/2021,WA,7654,63
1/30/2020,WA,0,0
8/15/2020,IL,7937,5
2/8/2022,IL,35476,103
6/13/2021,ND,1520,0
7/26/2021,MO,9622,64
9/28/2020,IN,3578,12
9/8/2020,NV,1426,0
5/22/2020,MS,908,12
6/19/2020,ME,102,0
11/25/2020,CT,4926,45
1/8/2021,IN,8861,68
12/30/2020,IN,8133,109
11/3/2021,MD,10957,10
6/11/2021,GU,139,0
5/29/2021,VI,27,0
12/31/2021,CA,75847,109
7/3/2021,CA,63141,0
1/5/2022,MT,2912,1
3/31/2020,CA,150,15
8/18/2020,ND,130,2
12/13/2021,CA,74685,176
6/10/2020,MD,2952,26
3/7/2021,MO,8630,10
7/7/2020,ME,110,0
1/4/2021,NV,3206,23
3/31/2020,AL,49,8
4/1/2021,VI,26,0
2/11/2020,MO,0,0
3/25/2020,DE,0,0
12/29/2020,VT,142,3
2/19/2022,CA,82873,0
5/22/2020,NC,784,18
4/26/2020,IL,1933,59
2/27/2020,ME,0,0
11/5/2020,VI,23,0
8/11/2020,MS,2500,29
10/4/2021,MS,9749,11
7/9/2020,VT,55,0
12/16/2021,MI,27511,52
6/4/2021,VT,249,0
12/26/2021,NE,3327,0
6/15/2020,ME,101,0
12/7/2020,DE,793,0
6/22/2020,MO,1050,7
6/18/2021,MS,7455,2
3/8/2022,CT,10591,49
6/22/2021,IN,13801,8
9/29/2020,IN,3599,21
3/10/2021,IN,12743,15
5/4/2021,VI,27,0
4/25/2020,NV,206,3
2/18/2020,NH,0,0
9/16/2021,IN,15036,35
8/15/2020,NE,356,0
6/4/2020,IL,5736,115
7/17/2020,WI,840,2
2/1/2020,NC,0,0
5/23/2020,MS,923,15
9/12/2021,DE,1900,0
9/12/2021,NV,6718,8
2/23/2022,CT,10438,64
8/25/2021,IL,26335,44
4/17/2021,WI,7422,10
11/29/2020,MO,5048,63
12/2/2020,MT,713,15
5/10/2021,MS,7363,5
5/11/2020,MO,665,10
8/29/2021,MD,10024,8
7/12/2021,IL,25781,10
4/3/2021,MT,1465,11
8/21/2021,DE,1854,3
10/2/2021,CA,68796,0
1/31/2020,AL,0,0
1/13/2022,VT,465,0
5/27/2020,MO,858,8
6/3/2020,AL,919,16
7/10/2020,NV,603,9
12/5/2020,NC,6072,49
8/21/2021,NC,14474,58
5/31/2020,MT,17,0
11/17/2021,CA,72718,128
6/1/2020,ND,61,0
1/16/2021,NE,1837,19
5/7/2021,MS,7346,2
1/3/2022,ME,1556,25
8/7/2021,NC,13981,18
6/26/2020,IN,2582,9
3/22/2021,VI,25,0
5/21/2021,AL,11351,6
12/17/2021,MO,15730,15
3/25/2021,GU,134,0
1/14/2021,CT,6553,17
8/15/2020,MT,82,1
8/8/2020,WI,1003,6
4/16/2021,VI,26,0
3/12/2020,NE,0,0
11/22/2020,CA,18754,73
1/4/2022,CT,9274,64
9/7/2020,CT,4468,0
2/18/2022,NH,2333,7
6/28/2020,ME,105,1
8/22/2020,ID,306,2
8/15/2020,GU,5,0
8/17/2020,AL,2960,27
7/21/2020,WA,1465,12
5/28/2021,DE,1660,0
4/15/2022,WI,14390,7
8/18/2020,NE,368,6
6/21/2020,IN,2527,5
2/1/2021,NC,11052,85
10/25/2021,NH,1544,1
9/29/2021,NC,17105,69
3/23/2021,NC,12679,9
11/8/2020,WA,2439,0
8/19/2021,NE,2302,0
2/10/2021,VI,25,1
11/16/2021,NH,1639,9
2/24/2021,WI,6936,26
3/1/2021,ND,1447,2
11/1/2020,CA,17662,57
5/25/2020,NH,210,1
7/10/2021,AL,11575,4
7/21/2020,NH,400,2
6/2/2020,AL,903,21
7/10/2021,NH,1375,0
9/4/2021,ID,2386,7
10/3/2021,WA,7793,14
6/6/2021,CA,62470,228
1/27/2020,ME,0,0
7/9/2020,DE,518,1
4/7/2022,CA,88355,0
3/20/2021,CA,56072,45
9/3/2021,ME,941,1
8/28/2020,ID,353,10
1/13/2021,VI,24,0
7/21/2020,IL,7517,23
9/16/2021,NV,6821,32
1/9/2021,NC,8807,95
3/12/2022,WI,13713,0
9/7/2020,MO,2002,26
3/22/2020,MI,38,12
4/20/2020,CT,1331,204
3/31/2020,DE,10,3
12/6/2020,MS,4614,26
7/7/2021,MS,7522,8
12/31/2020,MS,5646,53
6/7/2021,ND,1516,0
12/15/2020,AL,6119,57
7/10/2021,NV,5723,3
10/23/2021,ID,3413,10
9/30/2021,MS,9646,12
2/2/2021,NH,1066,7
9/11/2021,VI,65,1
11/9/2020,IN,4649,34
3/23/2020,NV,4,2
2/3/2022,ME,1800,23
4/5/2022,NH,2455,3
1/17/2021,CA,32813,563
10/24/2020,MT,294,12
4/19/2021,IN,13199,1
4/12/2022,ID,4905,8
2/1/2022,AL,17977,57
5/15/2020,IL,4058,130
11/14/2020,ID,759,7
12/27/2021,IL,30747,181
4/18/2020,GU,5,0
12/18/2021,MD,11511,29
2/16/2021,VT,192,0
8/26/2020,ID,337,11
8/25/2020,ID,326,12
1/10/2022,CT,9377,0
11/27/2020,NV,2095,2
3/10/2020,NV,0,0
4/25/2021,MT,1563,0
11/12/2020,AL,4858,32
3/23/2021,CT,7845,4
1/27/2021,ID,1714,26
10/24/2020,MS,3597,7
2/28/2021,GU,130,0
12/19/2021,MO,15739,0
8/31/2021,WI,8462,17
9/13/2021,NV,6728,10
7/9/2020,IL,7329,20
3/16/2020,MS,37,9
7/27/2020,IL,7608,18
2/5/2020,NC,0,0
9/5/2021,MO,10657,2
2/2/2021,NC,11145,93
5/1/2020,NH,81,9
12/23/2020,ME,318,6
3/4/2020,CA,0,0
8/3/2020,WI,956,1
9/8/2021,ID,2426,15
3/27/2022,ID,4867,0
9/6/2021,ND,1564,0
12/23/2021,ID,4099,2
7/2/2020,IN,2647,12
2/27/2020,IL,0,0
6/16/2020,ND,74,-3
8/16/2021,VT,257,0
12/15/2020,VI,23,0
5/22/2021,ME,820,1
3/31/2021,MT,1437,0
2/28/2021,MD,8382,14
4/13/2020,AL,168,8
1/2/2022,DE,2286,0
1/24/2022,MD,13158,35
4/22/2021,DE,1604,1
7/15/2020,GU,5,0
8/31/2020,WA,1915,10
2/2/2021,VT,183,2
6/30/2020,CA,5877,27
8/18/2020,MI,6711,10
7/7/2020,MS,1575,31
12/23/2020,NH,677,21
7/21/2021,WA,6063,7
6/13/2021,DE,1679,0
3/18/2022,NV,9988,39
1/30/2022,GU,290,5
7/8/2020,CA,6475,113
3/29/2022,WI,14291,7
3/19/2020,MS,59,6
3/6/2020,ME,0,0
